20:49; операция : (5+0j) + (3+0j) результат :(8+0j)
21:08; операция : 2 + 5/11 результат :27/11
21:13; операция : (1+0j) + (2+0j) результат :(3+0j)
21:14; операция : (1+2j) + (2+0j) результат :(3+2j)
